date_index,product_index,store_index,date,day_of_week,temperature,product,product_type,product_category,store,sales,product_at_store
1,3,1,2019-01-02,2,4.084313725490196,Skates 2,Skates,Snow,Suburbs,24.0,Skates 2 (Suburbs)
1,3,2,2019-01-02,2,4.084313725490196,Skates 2,Skates,Snow,Outskirts,13.0,Skates 2 (Outskirts)
1,4,0,2019-01-02,2,4.084313725490196,Snowboots 1,Snowboots,Snow,Flagship,69.0,Snowboots 1 (Flagship)
1,4,1,2019-01-02,2,4.084313725490196,Snowboots 1,Snowboots,Snow,Suburbs,34.0,Snowboots 1 (Suburbs)
1,4,2,2019-01-02,2,4.084313725490196,Snowboots 1,Snowboots,Snow,Outskirts,16.0,Snowboots 1 (Outskirts)
1,5,0,2019-01-02,2,4.084313725490196,Boat 1,Boat,Water,Flagship,23.0,Boat 1 (Flagship)
1,5,1,2019-01-02,2,4.084313725490196,Boat 1,Boat,Water,Suburbs,13.0,Boat 1 (Suburbs)
1,5,2,2019-01-02,2,4.084313725490196,Boat 1,Boat,Water,Outskirts,5.0,Boat 1 (Outskirts)
1,6,0,2019-01-02,2,4.084313725490196,Boat 2,Boat,Water,Flagship,24.0,Boat 2 (Flagship)
1,6,1,2019-01-02,2,4.084313725490196,Boat 2,Boat,Water,Suburbs,11.0,Boat 2 (Suburbs)
1,6,2,2019-01-02,2,4.084313725490196,Boat 2,Boat,Water,Outskirts,6.0,Boat 2 (Outskirts)
1,7,0,2019-01-02,2,4.084313725490196,Swimsuit 1,Swimsuit,Water,Flagship,56.0,Swimsuit 1 (Flagship)
1,7,1,2019-01-02,2,4.084313725490196,Swimsuit 1,Swimsuit,Water,Suburbs,29.0,Swimsuit 1 (Suburbs)
1,7,2,2019-01-02,2,4.084313725490196,Swimsuit 1,Swimsuit,Water,Outskirts,15.0,Swimsuit 1 (Outskirts)
1,8,0,2019-01-02,2,4.084313725490196,Swimsuit 2,Swimsuit,Water,Flagship,59.0,Swimsuit 2 (Flagship)
1,8,1,2019-01-02,2,4.084313725490196,Swimsuit 2,Swimsuit,Water,Suburbs,28.0,Swimsuit 2 (Suburbs)
1,8,2,2019-01-02,2,4.084313725490196,Swimsuit 2,Swimsuit,Water,Outskirts,16.0,Swimsuit 2 (Outskirts)
1,9,0,2019-01-02,2,4.084313725490196,Swimsuit 3,Swimsuit,Water,Flagship,60.0,Swimsuit 3 (Flagship)
1,9,1,2019-01-02,2,4.084313725490196,Swimsuit 3,Swimsuit,Water,Suburbs,32.0,Swimsuit 3 (Suburbs)
1,9,2,2019-01-02,2,4.084313725490196,Swimsuit 3,Swimsuit,Water,Outskirts,13.0,Swimsuit 3 (Outskirts)
2,0,0,2019-01-03,3,4.043137254901961,Skis 1,Skis,Snow,Flagship,69.0,Skis 1 (Flagship)
2,0,1,2019-01-03,3,4.043137254901961,Skis 1,Skis,Snow,Suburbs,34.0,Skis 1 (Suburbs)
2,0,2,2019-01-03,3,4.043137254901961,Skis 1,Skis,Snow,Outskirts,16.0,Skis 1 (Outskirts)
2,1,0,2019-01-03,3,4.043137254901961,Skis 2,Skis,Snow,Flagship,69.0,Skis 2 (Flagship)
2,1,1,2019-01-03,3,4.043137254901961,Skis 2,Skis,Snow,Suburbs,34.0,Skis 2 (Suburbs)
2,1,2,2019-01-03,3,4.043137254901961,Skis 2,Skis,Snow,Outskirts,16.0,Skis 2 (Outskirts)
2,2,0,2019-01-03,3,4.043137254901961,Skates 1,Skates,Snow,Flagship,54.0,Skates 1 (Flagship)
2,2,1,2019-01-03,3,4.043137254901961,Skates 1,Skates,Snow,Suburbs,27.0,Skates 1 (Suburbs)
2,2,2,2019-01-03,3,4.043137254901961,Skates 1,Skates,Snow,Outskirts,13.0,Skates 1 (Outskirts)
2,3,0,2019-01-03,3,4.043137254901961,Skates 2,Skates,Snow,Flagship,53.0,Skates 2 (Flagship)
2,3,1,2019-01-03,3,4.043137254901961,Skates 2,Skates,Snow,Suburbs,25.0,Skates 2 (Suburbs)
2,3,2,2019-01-03,3,4.043137254901961,Skates 2,Skates,Snow,Outskirts,12.0,Skates 2 (Outskirts)
2,4,0,2019-01-03,3,4.043137254901961,Snowboots 1,Snowboots,Snow,Flagship,75.0,Snowboots 1 (Flagship)
2,4,1,2019-01-03,3,4.043137254901961,Snowboots 1,Snowboots,Snow,Suburbs,38.0,Snowboots 1 (Suburbs)
2,4,2,2019-01-03,3,4.043137254901961,Snowboots 1,Snowboots,Snow,Outskirts,19.0,Snowboots 1 (Outskirts)
2,5,0,2019-01-03,3,4.043137254901961,Boat 1,Boat,Water,Flagship,23.0,Boat 1 (Flagship)
2,5,1,2019-01-03,3,4.043137254901961,Boat 1,Boat,Water,Suburbs,12.0,Boat 1 (Suburbs)
2,5,2,2019-01-03,3,4.043137254901961,Boat 1,Boat,Water,Outskirts,6.0,Boat 1 (Outskirts)
2,6,0,2019-01-03,3,4.043137254901961,Boat 2,Boat,Water,Flagship,25.0,Boat 2 (Flagship)
2,6,1,2019-01-03,3,4.043137254901961,Boat 2,Boat,Water,Suburbs,14.0,Boat 2 (Suburbs)
2,6,2,2019-01-03,3,4.043137254901961,Boat 2,Boat,Water,Outskirts,6.0,Boat 2 (Outskirts)
2,7,0,2019-01-03,3,4.043137254901961,Swimsuit 1,Swimsuit,Water,Flagship,62.0,Swimsuit 1 (Flagship)
2,7,1,2019-01-03,3,4.043137254901961,Swimsuit 1,Swimsuit,Water,Suburbs,30.0,Swimsuit 1 (Suburbs)
2,7,2,2019-01-03,3,4.043137254901961,Swimsuit 1,Swimsuit,Water,Outskirts,16.0,Swimsuit 1 (Outskirts)
2,8,0,2019-01-03,3,4.043137254901961,Swimsuit 2,Swimsuit,Water,Flagship,64.0,Swimsuit 2 (Flagship)
2,8,1,2019-01-03,3,4.043137254901961,Swimsuit 2,Swimsuit,Water,Suburbs,35.0,Swimsuit 2 (Suburbs)
2,8,2,2019-01-03,3,4.043137254901961,Swimsuit 2,Swimsuit,Water,Outskirts,15.0,Swimsuit 2 (Outskirts)
2,9,0,2019-01-03,3,4.043137254901961,Swimsuit 3,Swimsuit,Water,Flagship,70.0,Swimsuit 3 (Flagship)
2,9,1,2019-01-03,3,4.043137254901961,Swimsuit 3,Swimsuit,Water,Suburbs,33.0,Swimsuit 3 (Suburbs)
2,9,2,2019-01-03,3,4.043137254901961,Swimsuit 3,Swimsuit,Water,Outskirts,17.0,Swimsuit 3 (Outskirts)
3,0,0,2019-01-04,4,3.9862745098039216,Skis 1,Skis,Snow,Flagship,76.0,Skis 1 (Flagship)
3,0,1,2019-01-04,4,3.9862745098039216,Skis 1,Skis,Snow,Suburbs,38.0,Skis 1 (Suburbs)
3,0,2,2019-01-04,4,3.9862745098039216,Skis 1,Skis,Snow,Outskirts,20.0,Skis 1 (Outskirts)
3,1,0,2019-01-04,4,3.9862745098039216,Skis 2,Skis,Snow,Flagship,75.0,Skis 2 (Flagship)
3,1,1,2019-01-04,4,3.9862745098039216,Skis 2,Skis,Snow,Suburbs,38.0,Skis 2 (Suburbs)
3,1,2,2019-01-04,4,3.9862745098039216,Skis 2,Skis,Snow,Outskirts,19.0,Skis 2 (Outskirts)
3,2,0,2019-01-04,4,3.9862745098039216,Skates 1,Skates,Snow,Flagship,59.0,Skates 1 (Flagship)
3,2,1,2019-01-04,4,3.9862745098039216,Skates 1,Skates,Snow,Suburbs,30.0,Skates 1 (Suburbs)
3,2,2,2019-01-04,4,3.9862745098039216,Skates 1,Skates,Snow,Outskirts,14.0,Skates 1 (Outskirts)
3,3,0,2019-01-04,4,3.9862745098039216,Skates 2,Skates,Snow,Flagship,57.0,Skates 2 (Flagship)
3,3,1,2019-01-04,4,3.9862745098039216,Skates 2,Skates,Snow,Suburbs,29.0,Skates 2 (Suburbs)
3,3,2,2019-01-04,4,3.9862745098039216,Skates 2,Skates,Snow,Outskirts,15.0,Skates 2 (Outskirts)
3,4,0,2019-01-04,4,3.9862745098039216,Snowboots 1,Snowboots,Snow,Flagship,81.0,Snowboots 1 (Flagship)
3,4,1,2019-01-04,4,3.9862745098039216,Snowboots 1,Snowboots,Snow,Suburbs,41.0,Snowboots 1 (Suburbs)
3,4,2,2019-01-04,4,3.9862745098039216,Snowboots 1,Snowboots,Snow,Outskirts,20.0,Snowboots 1 (Outskirts)
3,5,0,2019-01-04,4,3.9862745098039216,Boat 1,Boat,Water,Flagship,27.0,Boat 1 (Flagship)
3,5,1,2019-01-04,4,3.9862745098039216,Boat 1,Boat,Water,Suburbs,13.0,Boat 1 (Suburbs)
3,5,2,2019-01-04,4,3.9862745098039216,Boat 1,Boat,Water,Outskirts,6.0,Boat 1 (Outskirts)
3,6,0,2019-01-04,4,3.9862745098039216,Boat 2,Boat,Water,Flagship,26.0,Boat 2 (Flagship)
3,6,1,2019-01-04,4,3.9862745098039216,Boat 2,Boat,Water,Suburbs,13.0,Boat 2 (Suburbs)
3,6,2,2019-01-04,4,3.9862745098039216,Boat 2,Boat,Water,Outskirts,6.0,Boat 2 (Outskirts)
3,7,0,2019-01-04,4,3.9862745098039216,Swimsuit 1,Swimsuit,Water,Flagship,66.0,Swimsuit 1 (Flagship)
3,7,1,2019-01-04,4,3.9862745098039216,Swimsuit 1,Swimsuit,Water,Suburbs,34.0,Swimsuit 1 (Suburbs)
3,7,2,2019-01-04,4,3.9862745098039216,Swimsuit 1,Swimsuit,Water,Outskirts,15.0,Swimsuit 1 (Outskirts)
3,8,0,2019-01-04,4,3.9862745098039216,Swimsuit 2,Swimsuit,Water,Flagship,71.0,Swimsuit 2 (Flagship)
3,8,1,2019-01-04,4,3.9862745098039216,Swimsuit 2,Swimsuit,Water,Suburbs,35.0,Swimsuit 2 (Suburbs)
3,8,2,2019-01-04,4,3.9862745098039216,Swimsuit 2,Swimsuit,Water,Outskirts,18.0,Swimsuit 2 (Outskirts)
3,9,0,2019-01-04,4,3.9862745098039216,Swimsuit 3,Swimsuit,Water,Flagship,73.0,Swimsuit 3 (Flagship)
3,9,1,2019-01-04,4,3.9862745098039216,Swimsuit 3,Swimsuit,Water,Suburbs,38.0,Swimsuit 3 (Suburbs)
3,9,2,2019-01-04,4,3.9862745098039216,Swimsuit 3,Swimsuit,Water,Outskirts,19.0,Swimsuit 3 (Outskirts)
4,0,0,2019-01-05,5,3.9039215686274513,Skis 1,Skis,Snow,Flagship,88.0,Skis 1 (Flagship)
4,0,1,2019-01-05,5,3.9039215686274513,Skis 1,Skis,Snow,Suburbs,44.0,Skis 1 (Suburbs)
4,0,2,2019-01-05,5,3.9039215686274513,Skis 1,Skis,Snow,Outskirts,22.0,Skis 1 (Outskirts)
4,1,0,2019-01-05,5,3.9039215686274513,Skis 2,Skis,Snow,Flagship,86.0,Skis 2 (Flagship)
4,1,1,2019-01-05,5,3.9039215686274513,Skis 2,Skis,Snow,Suburbs,46.0,Skis 2 (Suburbs)
4,1,2,2019-01-05,5,3.9039215686274513,Skis 2,Skis,Snow,Outskirts,21.0,Skis 2 (Outskirts)
4,2,0,2019-01-05,5,3.9039215686274513,Skates 1,Skates,Snow,Flagship,69.0,Skates 1 (Flagship)
4,2,1,2019-01-05,5,3.9039215686274513,Skates 1,Skates,Snow,Suburbs,36.0,Skates 1 (Suburbs)
4,2,2,2019-01-05,5,3.9039215686274513,Skates 1,Skates,Snow,Outskirts,15.0,Skates 1 (Outskirts)
4,3,0,2019-01-05,5,3.9039215686274513,Skates 2,Skates,Snow,Flagship,67.0,Skates 2 (Flagship)
4,3,1,2019-01-05,5,3.9039215686274513,Skates 2,Skates,Snow,Suburbs,34.0,Skates 2 (Suburbs)
4,3,2,2019-01-05,5,3.9039215686274513,Skates 2,Skates,Snow,Outskirts,16.0,Skates 2 (Outskirts)
4,4,0,2019-01-05,5,3.9039215686274513,Snowboots 1,Snowboots,Snow,Flagship,95.0,Snowboots 1 (Flagship)
4,4,1,2019-01-05,5,3.9039215686274513,Snowboots 1,Snowboots,Snow,Suburbs,49.0,Snowboots 1 (Suburbs)
4,4,2,2019-01-05,5,3.9039215686274513,Snowboots 1,Snowboots,Snow,Outskirts,25.0,Snowboots 1 (Outskirts)
4,5,0,2019-01-05,5,3.9039215686274513,Boat 1,Boat,Water,Flagship,31.0,Boat 1 (Flagship)
4,5,1,2019-01-05,5,3.9039215686274513,Boat 1,Boat,Water,Suburbs,17.0,Boat 1 (Suburbs)
4,5,2,2019-01-05,5,3.9039215686274513,Boat 1,Boat,Water,Outskirts,7.0,Boat 1 (Outskirts)
4,6,0,2019-01-05,5,3.9039215686274513,Boat 2,Boat,Water,Flagship,32.0,Boat 2 (Flagship)
4,6,1,2019-01-05,5,3.9039215686274513,Boat 2,Boat,Water,Suburbs,15.0,Boat 2 (Suburbs)
4,6,2,2019-01-05,5,3.9039215686274513,Boat 2,Boat,Water,Outskirts,8.0,Boat 2 (Outskirts)
4,7,0,2019-01-05,5,3.9039215686274513,Swimsuit 1,Swimsuit,Water,Flagship,79.0,Swimsuit 1 (Flagship)
4,7,1,2019-01-05,5,3.9039215686274513,Swimsuit 1,Swimsuit,Water,Suburbs,40.0,Swimsuit 1 (Suburbs)
4,7,2,2019-01-05,5,3.9039215686274513,Swimsuit 1,Swimsuit,Water,Outskirts,19.0,Swimsuit 1 (Outskirts)
4,8,0,2019-01-05,5,3.9039215686274513,Swimsuit 2,Swimsuit,Water,Flagship,83.0,Swimsuit 2 (Flagship)
4,8,1,2019-01-05,5,3.9039215686274513,Swimsuit 2,Swimsuit,Water,Suburbs,40.0,Swimsuit 2 (Suburbs)
4,8,2,2019-01-05,5,3.9039215686274513,Swimsuit 2,Swimsuit,Water,Outskirts,21.0,Swimsuit 2 (Outskirts)
4,9,0,2019-01-05,5,3.9039215686274513,Swimsuit 3,Swimsuit,Water,Flagship,85.0,Swimsuit 3 (Flagship)
4,9,1,2019-01-05,5,3.9039215686274513,Swimsuit 3,Swimsuit,Water,Suburbs,45.0,Swimsuit 3 (Suburbs)
4,9,2,2019-01-05,5,3.9039215686274513,Swimsuit 3,Swimsuit,Water,Outskirts,20.0,Swimsuit 3 (Outskirts)
5,0,0,2019-01-06,6,3.805882352941176,Skis 1,Skis,Snow,Flagship,80.0,Skis 1 (Flagship)
5,0,1,2019-01-06,6,3.805882352941176,Skis 1,Skis,Snow,Suburbs,41.0,Skis 1 (Suburbs)
5,0,2,2019-01-06,6,3.805882352941176,Skis 1,Skis,Snow,Outskirts,21.0,Skis 1 (Outskirts)
5,1,0,2019-01-06,6,3.805882352941176,Skis 2,Skis,Snow,Flagship,82.0,Skis 2 (Flagship)
5,1,1,2019-01-06,6,3.805882352941176,Skis 2,Skis,Snow,Suburbs,40.0,Skis 2 (Suburbs)
5,1,2,2019-01-06,6,3.805882352941176,Skis 2,Skis,Snow,Outskirts,20.0,Skis 2 (Outskirts)
5,2,0,2019-01-06,6,3.805882352941176,Skates 1,Skates,Snow,Flagship,65.0,Skates 1 (Flagship)
5,2,1,2019-01-06,6,3.805882352941176,Skates 1,Skates,Snow,Suburbs,33.0,Skates 1 (Suburbs)
5,2,2,2019-01-06,6,3.805882352941176,Skates 1,Skates,Snow,Outskirts,15.0,Skates 1 (Outskirts)
5,3,0,2019-01-06,6,3.805882352941176,Skates 2,Skates,Snow,Flagship,65.0,Skates 2 (Flagship)
5,3,1,2019-01-06,6,3.805882352941176,Skates 2,Skates,Snow,Suburbs,34.0,Skates 2 (Suburbs)
5,3,2,2019-01-06,6,3.805882352941176,Skates 2,Skates,Snow,Outskirts,16.0,Skates 2 (Outskirts)
5,4,0,2019-01-06,6,3.805882352941176,Snowboots 1,Snowboots,Snow,Flagship,86.0,Snowboots 1 (Flagship)
5,4,1,2019-01-06,6,3.805882352941176,Snowboots 1,Snowboots,Snow,Suburbs,46.0,Snowboots 1 (Suburbs)
5,4,2,2019-01-06,6,3.805882352941176,Snowboots 1,Snowboots,Snow,Outskirts,22.0,Snowboots 1 (Outskirts)
5,5,0,2019-01-06,6,3.805882352941176,Boat 1,Boat,Water,Flagship,30.0,Boat 1 (Flagship)
5,5,1,2019-01-06,6,3.805882352941176,Boat 1,Boat,Water,Suburbs,15.0,Boat 1 (Suburbs)
5,5,2,2019-01-06,6,3.805882352941176,Boat 1,Boat,Water,Outskirts,9.0,Boat 1 (Outskirts)
5,6,0,2019-01-06,6,3.805882352941176,Boat 2,Boat,Water,Flagship,29.0,Boat 2 (Flagship)
5,6,1,2019-01-06,6,3.805882352941176,Boat 2,Boat,Water,Suburbs,15.0,Boat 2 (Suburbs)
5,6,2,2019-01-06,6,3.805882352941176,Boat 2,Boat,Water,Outskirts,8.0,Boat 2 (Outskirts)
5,7,0,2019-01-06,6,3.805882352941176,Swimsuit 1,Swimsuit,Water,Flagship,75.0,Swimsuit 1 (Flagship)
5,7,1,2019-01-06,6,3.805882352941176,Swimsuit 1,Swimsuit,Water,Suburbs,35.0,Swimsuit 1 (Suburbs)
5,7,2,2019-01-06,6,3.805882352941176,Swimsuit 1,Swimsuit,Water,Outskirts,18.0,Swimsuit 1 (Outskirts)
5,8,0,2019-01-06,6,3.805882352941176,Swimsuit 2,Swimsuit,Water,Flagship,77.0,Swimsuit 2 (Flagship)
5,8,1,2019-01-06,6,3.805882352941176,Swimsuit 2,Swimsuit,Water,Suburbs,38.0,Swimsuit 2 (Suburbs)
5,8,2,2019-01-06,6,3.805882352941176,Swimsuit 2,Swimsuit,Water,Outskirts,18.0,Swimsuit 2 (Outskirts)
5,9,0,2019-01-06,6,3.805882352941176,Swimsuit 3,Swimsuit,Water,Flagship,78.0,Swimsuit 3 (Flagship)
5,9,1,2019-01-06,6,3.805882352941176,Swimsuit 3,Swimsuit,Water,Suburbs,41.0,Swimsuit 3 (Suburbs)
5,9,2,2019-01-06,6,3.805882352941176,Swimsuit 3,Swimsuit,Water,Outskirts,19.0,Swimsuit 3 (Outskirts)
6,0,0,2019-01-07,0,3.727450980392157,Skis 1,Skis,Snow,Flagship,62.0,Skis 1 (Flagship)
6,0,1,2019-01-07,0,3.727450980392157,Skis 1,Skis,Snow,Suburbs,31.0,Skis 1 (Suburbs)
6,0,2,2019-01-07,0,3.727450980392157,Skis 1,Skis,Snow,Outskirts,17.0,Skis 1 (Outskirts)
6,1,0,2019-01-07,0,3.727450980392157,Skis 2,Skis,Snow,Flagship,62.0,Skis 2 (Flagship)
6,1,1,2019-01-07,0,3.727450980392157,Skis 2,Skis,Snow,Suburbs,31.0,Skis 2 (Suburbs)
6,1,2,2019-01-07,0,3.727450980392157,Skis 2,Skis,Snow,Outskirts,15.0,Skis 2 (Outskirts)
6,2,0,2019-01-07,0,3.727450980392157,Skates 1,Skates,Snow,Flagship,50.0,Skates 1 (Flagship)
6,2,1,2019-01-07,0,3.727450980392157,Skates 1,Skates,Snow,Suburbs,25.0,Skates 1 (Suburbs)
6,2,2,2019-01-07,0,3.727450980392157,Skates 1,Skates,Snow,Outskirts,13.0,Skates 1 (Outskirts)
6,3,0,2019-01-07,0,3.727450980392157,Skates 2,Skates,Snow,Flagship,48.0,Skates 2 (Flagship)
6,3,1,2019-01-07,0,3.727450980392157,Skates 2,Skates,Snow,Suburbs,23.0,Skates 2 (Suburbs)
6,3,2,2019-01-07,0,3.727450980392157,Skates 2,Skates,Snow,Outskirts,12.0,Skates 2 (Outskirts)
6,4,0,2019-01-07,0,3.727450980392157,Snowboots 1,Snowboots,Snow,Flagship,69.0,Snowboots 1 (Flagship)
6,4,1,2019-01-07,0,3.727450980392157,Snowboots 1,Snowboots,Snow,Suburbs,36.0,Snowboots 1 (Suburbs)
6,4,2,2019-01-07,0,3.727450980392157,Snowboots 1,Snowboots,Snow,Outskirts,19.0,Snowboots 1 (Outskirts)
6,5,0,2019-01-07,0,3.727450980392157,Boat 1,Boat,Water,Flagship,23.0,Boat 1 (Flagship)
6,5,1,2019-01-07,0,3.727450980392157,Boat 1,Boat,Water,Suburbs,11.0,Boat 1 (Suburbs)
6,5,2,2019-01-07,0,3.727450980392157,Boat 1,Boat,Water,Outskirts,6.0,Boat 1 (Outskirts)
6,6,0,2019-01-07,0,3.727450980392157,Boat 2,Boat,Water,Flagship,22.0,Boat 2 (Flagship)
6,6,1,2019-01-07,0,3.727450980392157,Boat 2,Boat,Water,Suburbs,10.0,Boat 2 (Suburbs)
6,6,2,2019-01-07,0,3.727450980392157,Boat 2,Boat,Water,Outskirts,6.0,Boat 2 (Outskirts)
6,7,0,2019-01-07,0,3.727450980392157,Swimsuit 1,Swimsuit,Water,Flagship,57.0,Swimsuit 1 (Flagship)
6,7,1,2019-01-07,0,3.727450980392157,Swimsuit 1,Swimsuit,Water,Suburbs,27.0,Swimsuit 1 (Suburbs)
6,7,2,2019-01-07,0,3.727450980392157,Swimsuit 1,Swimsuit,Water,Outskirts,15.0,Swimsuit 1 (Outskirts)
6,8,0,2019-01-07,0,3.727450980392157,Swimsuit 2,Swimsuit,Water,Flagship,59.0,Swimsuit 2 (Flagship)
6,8,1,2019-01-07,0,3.727450980392157,Swimsuit 2,Swimsuit,Water,Suburbs,29.0,Swimsuit 2 (Suburbs)
6,8,2,2019-01-07,0,3.727450980392157,Swimsuit 2,Swimsuit,Water,Outskirts,16.0,Swimsuit 2 (Outskirts)
6,9,0,2019-01-07,0,3.727450980392157,Swimsuit 3,Swimsuit,Water,Flagship,61.0,Swimsuit 3 (Flagship)
6,9,1,2019-01-07,0,3.727450980392157,Swimsuit 3,Swimsuit,Water,Suburbs,31.0,Swimsuit 3 (Suburbs)
6,9,2,2019-01-07,0,3.727450980392157,Swimsuit 3,Swimsuit,Water,Outskirts,15.0,Swimsuit 3 (Outskirts)
7,0,0,2019-01-08,1,3.684313725490195,Skis 1,Skis,Snow,Flagship,62.0,Skis 1 (Flagship)
7,0,1,2019-01-08,1,3.684313725490195,Skis 1,Skis,Snow,Suburbs,32.0,Skis 1 (Suburbs)
7,0,2,2019-01-08,1,3.684313725490195,Skis 1,Skis,Snow,Outskirts,16.0,Skis 1 (Outskirts)
7,1,0,2019-01-08,1,3.684313725490195,Skis 2,Skis,Snow,Flagship,62.0,Skis 2 (Flagship)
7,1,1,2019-01-08,1,3.684313725490195,Skis 2,Skis,Snow,Suburbs,31.0,Skis 2 (Suburbs)
7,1,2,2019-01-08,1,3.684313725490195,Skis 2,Skis,Snow,Outskirts,15.0,Skis 2 (Outskirts)
7,2,0,2019-01-08,1,3.684313725490195,Skates 1,Skates,Snow,Flagship,51.0,Skates 1 (Flagship)
7,2,1,2019-01-08,1,3.684313725490195,Skates 1,Skates,Snow,Suburbs,26.0,Skates 1 (Suburbs)
7,2,2,2019-01-08,1,3.684313725490195,Skates 1,Skates,Snow,Outskirts,13.0,Skates 1 (Outskirts)
