date_index,product_index,store_index,date,day_of_week,temperature,product,product_type,product_category,store,sales
3,4,1,2019-01-04,4,3.9862745098039216,Snowboots 1,Snowboots,Snow,Suburbs,41.0
3,4,2,2019-01-04,4,3.9862745098039216,Snowboots 1,Snowboots,Snow,Outskirts,20.0
3,5,0,2019-01-04,4,3.9862745098039216,Boat 1,Boat,Water,Flagship,27.0
3,5,1,2019-01-04,4,3.9862745098039216,Boat 1,Boat,Water,Suburbs,13.0
3,5,2,2019-01-04,4,3.9862745098039216,Boat 1,Boat,Water,Outskirts,6.0
3,6,0,2019-01-04,4,3.9862745098039216,Boat 2,Boat,Water,Flagship,26.0
3,6,1,2019-01-04,4,3.9862745098039216,Boat 2,Boat,Water,Suburbs,13.0
3,6,2,2019-01-04,4,3.9862745098039216,Boat 2,Boat,Water,Outskirts,6.0
3,7,0,2019-01-04,4,3.9862745098039216,Swimsuit 1,Swimsuit,Water,Flagship,66.0
3,7,1,2019-01-04,4,3.9862745098039216,Swimsuit 1,Swimsuit,Water,Suburbs,34.0
3,7,2,2019-01-04,4,3.9862745098039216,Swimsuit 1,Swimsuit,Water,Outskirts,15.0
3,8,0,2019-01-04,4,3.9862745098039216,Swimsuit 2,Swimsuit,Water,Flagship,71.0
3,8,1,2019-01-04,4,3.9862745098039216,Swimsuit 2,Swimsuit,Water,Suburbs,35.0
3,8,2,2019-01-04,4,3.9862745098039216,Swimsuit 2,Swimsuit,Water,Outskirts,18.0
3,9,0,2019-01-04,4,3.9862745098039216,Swimsuit 3,Swimsuit,Water,Flagship,73.0
3,9,1,2019-01-04,4,3.9862745098039216,Swimsuit 3,Swimsuit,Water,Suburbs,38.0
3,9,2,2019-01-04,4,3.9862745098039216,Swimsuit 3,Swimsuit,Water,Outskirts,19.0
4,0,0,2019-01-05,5,3.9039215686274513,Skis 1,Skis,Snow,Flagship,88.0
4,0,1,2019-01-05,5,3.9039215686274513,Skis 1,Skis,Snow,Suburbs,44.0
4,0,2,2019-01-05,5,3.9039215686274513,Skis 1,Skis,Snow,Outskirts,22.0
4,1,0,2019-01-05,5,3.9039215686274513,Skis 2,Skis,Snow,Flagship,86.0
4,1,1,2019-01-05,5,3.9039215686274513,Skis 2,Skis,Snow,Suburbs,46.0
4,1,2,2019-01-05,5,3.9039215686274513,Skis 2,Skis,Snow,Outskirts,21.0
4,2,0,2019-01-05,5,3.9039215686274513,Skates 1,Skates,Snow,Flagship,69.0
4,2,1,2019-01-05,5,3.9039215686274513,Skates 1,Skates,Snow,Suburbs,36.0
4,2,2,2019-01-05,5,3.9039215686274513,Skates 1,Skates,Snow,Outskirts,15.0
4,3,0,2019-01-05,5,3.9039215686274513,Skates 2,Skates,Snow,Flagship,67.0
4,3,1,2019-01-05,5,3.9039215686274513,Skates 2,Skates,Snow,Suburbs,34.0
4,3,2,2019-01-05,5,3.9039215686274513,Skates 2,Skates,Snow,Outskirts,16.0
4,4,0,2019-01-05,5,3.9039215686274513,Snowboots 1,Snowboots,Snow,Flagship,95.0
4,4,1,2019-01-05,5,3.9039215686274513,Snowboots 1,Snowboots,Snow,Suburbs,49.0
4,4,2,2019-01-05,5,3.9039215686274513,Snowboots 1,Snowboots,Snow,Outskirts,25.0
4,5,0,2019-01-05,5,3.9039215686274513,Boat 1,Boat,Water,Flagship,31.0
4,5,1,2019-01-05,5,3.9039215686274513,Boat 1,Boat,Water,Suburbs,17.0
4,5,2,2019-01-05,5,3.9039215686274513,Boat 1,Boat,Water,Outskirts,7.0
4,6,0,2019-01-05,5,3.9039215686274513,Boat 2,Boat,Water,Flagship,32.0
4,6,1,2019-01-05,5,3.9039215686274513,Boat 2,Boat,Water,Suburbs,15.0
4,6,2,2019-01-05,5,3.9039215686274513,Boat 2,Boat,Water,Outskirts,8.0
4,7,0,2019-01-05,5,3.9039215686274513,Swimsuit 1,Swimsuit,Water,Flagship,79.0
4,7,1,2019-01-05,5,3.9039215686274513,Swimsuit 1,Swimsuit,Water,Suburbs,40.0
4,7,2,2019-01-05,5,3.9039215686274513,Swimsuit 1,Swimsuit,Water,Outskirts,19.0
4,8,0,2019-01-05,5,3.9039215686274513,Swimsuit 2,Swimsuit,Water,Flagship,83.0
4,8,1,2019-01-05,5,3.9039215686274513,Swimsuit 2,Swimsuit,Water,Suburbs,40.0
4,8,2,2019-01-05,5,3.9039215686274513,Swimsuit 2,Swimsuit,Water,Outskirts,21.0
4,9,0,2019-01-05,5,3.9039215686274513,Swimsuit 3,Swimsuit,Water,Flagship,85.0
4,9,1,2019-01-05,5,3.9039215686274513,Swimsuit 3,Swimsuit,Water,Suburbs,45.0
4,9,2,2019-01-05,5,3.9039215686274513,Swimsuit 3,Swimsuit,Water,Outskirts,20.0
5,0,0,2019-01-06,6,3.8058823529411763,Skis 1,Skis,Snow,Flagship,80.0
5,0,1,2019-01-06,6,3.8058823529411763,Skis 1,Skis,Snow,Suburbs,41.0
5,0,2,2019-01-06,6,3.8058823529411763,Skis 1,Skis,Snow,Outskirts,21.0
5,1,0,2019-01-06,6,3.8058823529411763,Skis 2,Skis,Snow,Flagship,82.0
5,1,1,2019-01-06,6,3.8058823529411763,Skis 2,Skis,Snow,Suburbs,40.0
5,1,2,2019-01-06,6,3.8058823529411763,Skis 2,Skis,Snow,Outskirts,20.0
5,2,0,2019-01-06,6,3.8058823529411763,Skates 1,Skates,Snow,Flagship,65.0
5,2,1,2019-01-06,6,3.8058823529411763,Skates 1,Skates,Snow,Suburbs,33.0
5,2,2,2019-01-06,6,3.8058823529411763,Skates 1,Skates,Snow,Outskirts,15.0
5,3,0,2019-01-06,6,3.8058823529411763,Skates 2,Skates,Snow,Flagship,65.0
5,3,1,2019-01-06,6,3.8058823529411763,Skates 2,Skates,Snow,Suburbs,34.0
5,3,2,2019-01-06,6,3.8058823529411763,Skates 2,Skates,Snow,Outskirts,16.0
5,4,0,2019-01-06,6,3.8058823529411763,Snowboots 1,Snowboots,Snow,Flagship,86.0
5,4,1,2019-01-06,6,3.8058823529411763,Snowboots 1,Snowboots,Snow,Suburbs,46.0
5,4,2,2019-01-06,6,3.8058823529411763,Snowboots 1,Snowboots,Snow,Outskirts,22.0
5,5,0,2019-01-06,6,3.8058823529411763,Boat 1,Boat,Water,Flagship,30.0
5,5,1,2019-01-06,6,3.8058823529411763,Boat 1,Boat,Water,Suburbs,15.0
5,5,2,2019-01-06,6,3.8058823529411763,Boat 1,Boat,Water,Outskirts,9.0
5,6,0,2019-01-06,6,3.8058823529411763,Boat 2,Boat,Water,Flagship,29.0
5,6,1,2019-01-06,6,3.8058823529411763,Boat 2,Boat,Water,Suburbs,15.0
5,6,2,2019-01-06,6,3.8058823529411763,Boat 2,Boat,Water,Outskirts,8.0
5,7,0,2019-01-06,6,3.8058823529411763,Swimsuit 1,Swimsuit,Water,Flagship,75.0
5,7,1,2019-01-06,6,3.8058823529411763,Swimsuit 1,Swimsuit,Water,Suburbs,35.0
5,7,2,2019-01-06,6,3.8058823529411763,Swimsuit 1,Swimsuit,Water,Outskirts,18.0
5,8,0,2019-01-06,6,3.8058823529411763,Swimsuit 2,Swimsuit,Water,Flagship,77.0
5,8,1,2019-01-06,6,3.8058823529411763,Swimsuit 2,Swimsuit,Water,Suburbs,38.0
5,8,2,2019-01-06,6,3.8058823529411763,Swimsuit 2,Swimsuit,Water,Outskirts,18.0
5,9,0,2019-01-06,6,3.8058823529411763,Swimsuit 3,Swimsuit,Water,Flagship,78.0
5,9,1,2019-01-06,6,3.8058823529411763,Swimsuit 3,Swimsuit,Water,Suburbs,41.0
5,9,2,2019-01-06,6,3.8058823529411763,Swimsuit 3,Swimsuit,Water,Outskirts,19.0
6,0,0,2019-01-07,0,3.727450980392157,Skis 1,Skis,Snow,Flagship,62.0
6,0,1,2019-01-07,0,3.727450980392157,Skis 1,Skis,Snow,Suburbs,31.0
6,0,2,2019-01-07,0,3.727450980392157,Skis 1,Skis,Snow,Outskirts,17.0
6,1,0,2019-01-07,0,3.727450980392157,Skis 2,Skis,Snow,Flagship,62.0
6,1,1,2019-01-07,0,3.727450980392157,Skis 2,Skis,Snow,Suburbs,31.0
6,1,2,2019-01-07,0,3.727450980392157,Skis 2,Skis,Snow,Outskirts,15.0
6,2,0,2019-01-07,0,3.727450980392157,Skates 1,Skates,Snow,Flagship,50.0
6,2,1,2019-01-07,0,3.727450980392157,Skates 1,Skates,Snow,Suburbs,25.0
6,2,2,2019-01-07,0,3.727450980392157,Skates 1,Skates,Snow,Outskirts,13.0
6,3,0,2019-01-07,0,3.727450980392157,Skates 2,Skates,Snow,Flagship,48.0
6,3,1,2019-01-07,0,3.727450980392157,Skates 2,Skates,Snow,Suburbs,23.0
6,3,2,2019-01-07,0,3.727450980392157,Skates 2,Skates,Snow,Outskirts,12.0
6,4,0,2019-01-07,0,3.727450980392157,Snowboots 1,Snowboots,Snow,Flagship,69.0
6,4,1,2019-01-07,0,3.727450980392157,Snowboots 1,Snowboots,Snow,Suburbs,36.0
6,4,2,2019-01-07,0,3.727450980392157,Snowboots 1,Snowboots,Snow,Outskirts,19.0
6,5,0,2019-01-07,0,3.727450980392157,Boat 1,Boat,Water,Flagship,23.0
6,5,1,2019-01-07,0,3.727450980392157,Boat 1,Boat,Water,Suburbs,11.0
6,5,2,2019-01-07,0,3.727450980392157,Boat 1,Boat,Water,Outskirts,6.0
6,6,0,2019-01-07,0,3.727450980392157,Boat 2,Boat,Water,Flagship,22.0
6,6,1,2019-01-07,0,3.727450980392157,Boat 2,Boat,Water,Suburbs,10.0
6,6,2,2019-01-07,0,3.727450980392157,Boat 2,Boat,Water,Outskirts,6.0
6,7,0,2019-01-07,0,3.727450980392157,Swimsuit 1,Swimsuit,Water,Flagship,57.0
6,7,1,2019-01-07,0,3.727450980392157,Swimsuit 1,Swimsuit,Water,Suburbs,27.0
6,7,2,2019-01-07,0,3.727450980392157,Swimsuit 1,Swimsuit,Water,Outskirts,15.0
6,8,0,2019-01-07,0,3.727450980392157,Swimsuit 2,Swimsuit,Water,Flagship,59.0
6,8,1,2019-01-07,0,3.727450980392157,Swimsuit 2,Swimsuit,Water,Suburbs,29.0
6,8,2,2019-01-07,0,3.727450980392157,Swimsuit 2,Swimsuit,Water,Outskirts,16.0
6,9,0,2019-01-07,0,3.727450980392157,Swimsuit 3,Swimsuit,Water,Flagship,61.0
6,9,1,2019-01-07,0,3.727450980392157,Swimsuit 3,Swimsuit,Water,Suburbs,31.0
6,9,2,2019-01-07,0,3.727450980392157,Swimsuit 3,Swimsuit,Water,Outskirts,15.0
7,0,0,2019-01-08,1,3.6843137254901954,Skis 1,Skis,Snow,Flagship,62.0
7,0,1,2019-01-08,1,3.6843137254901954,Skis 1,Skis,Snow,Suburbs,32.0
7,0,2,2019-01-08,1,3.6843137254901954,Skis 1,Skis,Snow,Outskirts,16.0
7,1,0,2019-01-08,1,3.6843137254901954,Skis 2,Skis,Snow,Flagship,62.0
7,1,1,2019-01-08,1,3.6843137254901954,Skis 2,Skis,Snow,Suburbs,31.0
7,1,2,2019-01-08,1,3.6843137254901954,Skis 2,Skis,Snow,Outskirts,15.0
7,2,0,2019-01-08,1,3.6843137254901954,Skates 1,Skates,Snow,Flagship,51.0
7,2,1,2019-01-08,1,3.6843137254901954,Skates 1,Skates,Snow,Suburbs,26.0
7,2,2,2019-01-08,1,3.6843137254901954,Skates 1,Skates,Snow,Outskirts,13.0
7,3,0,2019-01-08,1,3.6843137254901954,Skates 2,Skates,Snow,Flagship,49.0
7,3,1,2019-01-08,1,3.6843137254901954,Skates 2,Skates,Snow,Suburbs,23.0
7,3,2,2019-01-08,1,3.6843137254901954,Skates 2,Skates,Snow,Outskirts,13.0
7,4,0,2019-01-08,1,3.6843137254901954,Snowboots 1,Snowboots,Snow,Flagship,65.0
7,4,1,2019-01-08,1,3.6843137254901954,Snowboots 1,Snowboots,Snow,Suburbs,32.0
7,4,2,2019-01-08,1,3.6843137254901954,Snowboots 1,Snowboots,Snow,Outskirts,19.0
7,5,0,2019-01-08,1,3.6843137254901954,Boat 1,Boat,Water,Flagship,21.0
7,5,1,2019-01-08,1,3.6843137254901954,Boat 1,Boat,Water,Suburbs,12.0
7,5,2,2019-01-08,1,3.6843137254901954,Boat 1,Boat,Water,Outskirts,7.0
7,6,0,2019-01-08,1,3.6843137254901954,Boat 2,Boat,Water,Flagship,21.0
7,6,1,2019-01-08,1,3.6843137254901954,Boat 2,Boat,Water,Suburbs,13.0
7,6,2,2019-01-08,1,3.6843137254901954,Boat 2,Boat,Water,Outskirts,5.0
7,7,0,2019-01-08,1,3.6843137254901954,Swimsuit 1,Swimsuit,Water,Flagship,57.0
7,7,1,2019-01-08,1,3.6843137254901954,Swimsuit 1,Swimsuit,Water,Suburbs,27.0
7,7,2,2019-01-08,1,3.6843137254901954,Swimsuit 1,Swimsuit,Water,Outskirts,17.0
7,8,0,2019-01-08,1,3.6843137254901954,Swimsuit 2,Swimsuit,Water,Flagship,59.0
7,8,1,2019-01-08,1,3.6843137254901954,Swimsuit 2,Swimsuit,Water,Suburbs,29.0
7,8,2,2019-01-08,1,3.6843137254901954,Swimsuit 2,Swimsuit,Water,Outskirts,14.0
7,9,0,2019-01-08,1,3.6843137254901954,Swimsuit 3,Swimsuit,Water,Flagship,62.0
7,9,1,2019-01-08,1,3.6843137254901954,Swimsuit 3,Swimsuit,Water,Suburbs,30.0
7,9,2,2019-01-08,1,3.6843137254901954,Swimsuit 3,Swimsuit,Water,Outskirts,14.0
8,0,0,2019-01-09,2,3.7117647058823526,Skis 1,Skis,Snow,Flagship,63.0
8,0,1,2019-01-09,2,3.7117647058823526,Skis 1,Skis,Snow,Suburbs,29.0
8,0,2,2019-01-09,2,3.7117647058823526,Skis 1,Skis,Snow,Outskirts,16.0
8,1,0,2019-01-09,2,3.7117647058823526,Skis 2,Skis,Snow,Flagship,63.0
8,1,1,2019-01-09,2,3.7117647058823526,Skis 2,Skis,Snow,Suburbs,31.0
8,1,2,2019-01-09,2,3.7117647058823526,Skis 2,Skis,Snow,Outskirts,15.0
8,2,0,2019-01-09,2,3.7117647058823526,Skates 1,Skates,Snow,Flagship,50.0
8,2,1,2019-01-09,2,3.7117647058823526,Skates 1,Skates,Snow,Suburbs,25.0
8,2,2,2019-01-09,2,3.7117647058823526,Skates 1,Skates,Snow,Outskirts,13.0
8,3,0,2019-01-09,2,3.7117647058823526,Skates 2,Skates,Snow,Flagship,48.0
8,3,1,2019-01-09,2,3.7117647058823526,Skates 2,Skates,Snow,Suburbs,25.0
8,3,2,2019-01-09,2,3.7117647058823526,Skates 2,Skates,Snow,Outskirts,14.0
8,4,0,2019-01-09,2,3.7117647058823526,Snowboots 1,Snowboots,Snow,Flagship,66.0
8,4,1,2019-01-09,2,3.7117647058823526,Snowboots 1,Snowboots,Snow,Suburbs,32.0
8,4,2,2019-01-09,2,3.7117647058823526,Snowboots 1,Snowboots,Snow,Outskirts,19.0
8,5,0,2019-01-09,2,3.7117647058823526,Boat 1,Boat,Water,Flagship,22.0
8,5,1,2019-01-09,2,3.7117647058823526,Boat 1,Boat,Water,Suburbs,11.0
8,5,2,2019-01-09,2,3.7117647058823526,Boat 1,Boat,Water,Outskirts,6.0
8,6,0,2019-01-09,2,3.7117647058823526,Boat 2,Boat,Water,Flagship,23.0
8,6,1,2019-01-09,2,3.7117647058823526,Boat 2,Boat,Water,Suburbs,13.0
8,6,2,2019-01-09,2,3.7117647058823526,Boat 2,Boat,Water,Outskirts,5.0
8,7,0,2019-01-09,2,3.7117647058823526,Swimsuit 1,Swimsuit,Water,Flagship,57.0
8,7,1,2019-01-09,2,3.7117647058823526,Swimsuit 1,Swimsuit,Water,Suburbs,30.0
8,7,2,2019-01-09,2,3.7117647058823526,Swimsuit 1,Swimsuit,Water,Outskirts,17.0
8,8,0,2019-01-09,2,3.7117647058823526,Swimsuit 2,Swimsuit,Water,Flagship,58.0
8,8,1,2019-01-09,2,3.7117647058823526,Swimsuit 2,Swimsuit,Water,Suburbs,28.0
8,8,2,2019-01-09,2,3.7117647058823526,Swimsuit 2,Swimsuit,Water,Outskirts,15.0
8,9,0,2019-01-09,2,3.7117647058823526,Swimsuit 3,Swimsuit,Water,Flagship,61.0
8,9,1,2019-01-09,2,3.7117647058823526,Swimsuit 3,Swimsuit,Water,Suburbs,33.0
8,9,2,2019-01-09,2,3.7117647058823526,Swimsuit 3,Swimsuit,Water,Outskirts,14.0
9,0,0,2019-01-10,3,3.6196078431372545,Skis 1,Skis,Snow,Flagship,69.0
9,0,1,2019-01-10,3,3.6196078431372545,Skis 1,Skis,Snow,Suburbs,35.0
9,0,2,2019-01-10,3,3.6196078431372545,Skis 1,Skis,Snow,Outskirts,15.0
9,1,0,2019-01-10,3,3.6196078431372545,Skis 2,Skis,Snow,Flagship,68.0
9,1,1,2019-01-10,3,3.6196078431372545,Skis 2,Skis,Snow,Suburbs,35.0
9,1,2,2019-01-10,3,3.6196078431372545,Skis 2,Skis,Snow,Outskirts,16.0
9,2,0,2019-01-10,3,3.6196078431372545,Skates 1,Skates,Snow,Flagship,55.0
9,2,1,2019-01-10,3,3.6196078431372545,Skates 1,Skates,Snow,Suburbs,27.0
9,2,2,2019-01-10,3,3.6196078431372545,Skates 1,Skates,Snow,Outskirts,13.0
9,3,0,2019-01-10,3,3.6196078431372545,Skates 2,Skates,Snow,Flagship,57.0
9,3,1,2019-01-10,3,3.6196078431372545,Skates 2,Skates,Snow,Suburbs,28.0
9,3,2,2019-01-10,3,3.6196078431372545,Skates 2,Skates,Snow,Outskirts,13.0
9,4,0,2019-01-10,3,3.6196078431372545,Snowboots 1,Snowboots,Snow,Flagship,76.0
9,4,1,2019-01-10,3,3.6196078431372545,Snowboots 1,Snowboots,Snow,Suburbs,36.0
